Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Scaled System Output (W),AC Daily Power Production (Wh),Hourly Power Use (W) No ECU,Hourly Energy Capacity Change,Battery Capacity (Wh)
2,9,3,0,0,1,2.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,15616.42
2,9,4,0,0,2,2.5,0.08,0,2,0,0,0.00,,-575.00,-575.00,15041.42
2,9,5,0,0,2,2.4,0.08,0,2,0,0,0.00,,-575.00,-575.00,14466.42
2,9,6,0,0,2,2.2,0.08,0,2,0,0,0.00,,-575.00,-575.00,13891.42
2,9,7,0,10,2,2,0.08,9.234,2.217,6.775,2.571,16.71,,-575.00,-558.29,13316.42
2,9,8,0,30,3,1.7,0.08,27.747,3.72,24.053,19.238,125.05,,-575.00,-449.95,12758.13
2,9,9,0,101,3,1.7,0.08,95.301,5.472,85.943,78.934,513.07,,-575.00,-61.93,12308.18
2,9,10,108,224,3,1.8,0.08,311.606,10.914,285.264,271.193,1762.75,,-575.00,1187.75,12246.25
2,9,11,24,215,3,1.8,0.08,229.276,8.809,208.109,196.771,1279.01,,-575.00,704.01,13434.00
2,9,12,50,240,4,1.8,0.08,288.545,11.313,261.281,248.059,1612.38,,-575.00,1037.38,14138.01
2,9,13,35,210,4,2,0.08,242.107,9.891,219.939,208.182,1353.18,,-575.00,778.18,15175.40
2,9,14,95,186,4,2.3,0.08,253.561,9.832,232.981,220.762,1434.95,,-575.00,859.95,15953.58
2,9,15,133,122,3,2.7,0.08,195.849,7.19,181.228,170.843,1110.48,,-575.00,535.48,16813.53
2,9,16,0,46,3,3.2,0.08,44.521,3.866,38.053,32.741,212.82,,-575.00,-362.18,17349.01
2,9,17,0,0,3,3.5,0.08,0,3,0,0,0.00,,-575.00,-575.00,16986.83
2,9,18,0,0,3,3.6,0.08,0,3,0,0,0.00,,-575.00,-575.00,16411.83
2,9,19,0,0,4,4,0.08,0,4,0,0,0.00,,-575.00,-575.00,15836.83
2,9,20,0,0,4,4.5,0.08,0,4,0,0,0.00,,-575.00,-575.00,15261.83
2,9,21,0,0,5,4.5,0.08,0,5,0,0,0.00,,-575.00,-575.00,14686.83
2,9,22,0,0,5,4.4,0.08,0,5,0,0,0.00,,-575.00,-575.00,14111.83
2,9,23,0,0,5,4.5,0.08,0,5,0,0,0.00,9420.41,-575.00,-575.00,13536.83
2,10,0,0,0,5,4.6,0.08,0,5,0,0,0.00,,-575.00,-575.00,12961.83
2,10,1,0,0,5,4.9,0.08,0,5,0,0,0.00,,-575.00,-575.00,12386.83
2,10,2,0,0,5,5.1,0.08,0,5,0,0,0.00,,-575.00,-575.00,11811.83
2,10,3,0,0,6,5.7,0.08,0,6,0,0,0.00,,-575.00,-575.00,11236.83
2,10,4,0,0,7,6.5,0.08,0,7,0,0,0.00,,-575.00,-575.00,10661.83
2,10,5,0,0,8,6.1,0.08,0,8,0,0,0.00,,-575.00,-575.00,10086.83
2,10,6,0,0,8,5.3,0.08,0,8,0,0,0.00,,-575.00,-575.00,9511.83
2,10,7,300,34,7,5.7,0.08,114.825,8.494,82.281,75.402,490.11,,-575.00,-84.89,8936.83
2,10,8,623,71,6,6,0.08,362.592,10.885,333.521,317.74,2065.31,,-575.00,1490.31,8851.94
2,10,9,781,89,6,5.9,0.08,590.215,14.084,550.415,526.948,3425.16,,-575.00,2850.16,10342.25
2,10,10,884,89,5,6.1,0.08,763.56,15.211,704.942,675.999,4393.99,,-575.00,3818.99,13192.42
2,10,11,926,89,5,6.4,0.08,853.623,16.039,782.145,750.467,4878.04,,-575.00,4303.04,17011.41
2,10,12,936,87,4,6.5,0.08,867.123,15.093,796.741,764.546,4969.55,,-575.00,4394.55,21314.44
2,10,13,906,87,4,6.6,0.08,799.787,14.132,740.058,709.871,4614.16,,-575.00,4039.16,22800.00
2,10,14,844,82,3,6.6,0.08,651.669,11.268,613.283,587.588,3819.32,,-575.00,3244.32,22800.00
2,10,15,737,67,2,6.5,0.08,444.053,7.691,421.395,402.5,2616.25,,-575.00,2041.25,22800.00
2,10,16,513,41,1,6.3,0.08,202.489,3.557,168.669,158.729,1031.74,,-575.00,456.74,22800.00
2,10,17,0,0,0,6,0.08,0,0,0,0,0.00,,-575.00,-575.00,22800.00
2,10,18,0,0,0,6,0.08,0,0,0,0,0.00,,-575.00,-575.00,22225.00
2,10,19,0,0,-1,6,0.08,0,-1,0,0,0.00,,-575.00,-575.00,21650.00
2,10,20,0,0,-1,5.9,0.08,0,-1,0,0,0.00,,-575.00,-575.00,21075.00
2,10,21,0,0,-2,5.8,0.08,0,-2,0,0,0.00,,-575.00,-575.00,20500.00
2,10,22,0,0,-2,5.7,0.08,0,-2,0,0,0.00,,-575.00,-575.00,19925.00
2,10,23,0,0,-3,5.6,0.08,0,-3,0,0,0.00,32303.64,-575.00,-575.00,19350.00
2,11,0,0,0,-3,5.5,0.08,0,-3,0,0,0.00,,-575.00,-575.00,18775.00
2,11,1,0,0,-3,5.5,0.08,0,-3,0,0,0.00,,-575.00,-575.00,18200.00
2,11,2,0,0,-3,5.6,0.08,0,-3,0,0,0.00,,-575.00,-575.00,17625.00
2,11,3,0,0,-3,5.6,0.08,0,-3,0,0,0.00,,-575.00,-575.00,17050.00
2,11,4,0,0,-4,5.6,0.08,0,-4,0,0,0.00,,-575.00,-575.00,16475.00
2,11,5,0,0,-4,5.7,0.08,0,-4,0,0,0.00,,-575.00,-575.00,15900.00
2,11,6,0,0,-4,5.8,0.08,0,-4,0,0,0.00,,-575.00,-575.00,15325.00
2,11,7,444,32,-4,5.9,0.08,147.357,-2.127,110.62,102.737,667.79,,-575.00,92.79,14750.00
2,11,8,190,104,-3,5.9,0.08,200.887,-0.262,189.901,179.209,1164.86,,-575.00,589.86,14842.79
2,11,9,890,68,-3,5.9,0.08,633.615,5.681,609.4,583.843,3794.98,,-575.00,3219.98,15432.65
2,11,10,939,78,-2,5.8,0.08,789.326,8.919,745.141,714.774,4646.03,,-575.00,4071.03,18652.63
2,11,11,974,79,-1,5.8,0.08,883.797,11.214,823.428,790.287,5136.87,,-575.00,4561.87,22723.66
2,11,12,981,77,-1,5.7,0.08,895.258,11.514,832.742,799.271,5195.26,,-575.00,4620.26,22800.00
2,11,13,965,73,0,5.6,0.08,826.178,11.693,771.17,739.881,4809.23,,-575.00,4234.23,22800.00
2,11,14,919,67,0,5.5,0.08,682.014,9.783,645.596,618.757,4021.92,,-575.00,3446.92,22800.00
2,11,15,826,56,-1,5.3,0.08,477.948,6.02,457.282,437.115,2841.25,,-575.00,2266.25,22800.00
2,11,16,617,37,-1,5.1,0.08,227.905,2.305,190.955,180.225,1171.46,,-575.00,596.46,22800.00
2,11,17,0,0,-2,4.9,0.08,0,-2,0,0,0.00,,-575.00,-575.00,22800.00
2,11,18,0,0,-3,4.8,0.08,0,-3,0,0,0.00,,-575.00,-575.00,22225.00
2,11,19,0,0,-4,4.6,0.08,0,-4,0,0,0.00,,-575.00,-575.00,21650.00
2,11,20,0,0,-4,4.3,0.08,0,-4,0,0,0.00,,-575.00,-575.00,21075.00
2,11,21,0,0,-5,4,0.08,0,-5,0,0,0.00,,-575.00,-575.00,20500.00
2,11,22,0,0,-6,3.7,0.08,0,-6,0,0,0.00,,-575.00,-575.00,19925.00
2,11,23,0,0,-6,3.5,0.08,0,-6,0,0,0.00,33449.64,-575.00,-575.00,19350.00
2,12,0,0,0,-7,3.4,0.08,0,-7,0,0,0.00,,-575.00,-575.00,18775.00
2,12,1,0,0,-7,3.4,0.08,0,-7,0,0,0.00,,-575.00,-575.00,18200.00
2,12,2,0,0,-7,3.3,0.08,0,-7,0,0,0.00,,-575.00,-575.00,17625.00
2,12,3,0,0,-8,3.1,0.08,0,-8,0,0,0.00,,-575.00,-575.00,17050.00
2,12,4,0,0,-8,2.8,0.08,0,-8,0,0,0.00,,-575.00,-575.00,16475.00
2,12,5,0,0,-8,2.5,0.08,0,-8,0,0,0.00,,-575.00,-575.00,15900.00
2,12,6,0,0,-8,2.2,0.08,0,-8,0,0,0.00,,-575.00,-575.00,15325.00
2,12,7,362,37,-7,2,0.08,133.634,-3.932,103.538,95.906,623.39,,-575.00,48.39,14750.00
2,12,8,685,67,-6,1.7,0.08,389.066,4.104,367.947,350.946,2281.15,,-575.00,1706.15,14798.39
2,12,9,830,80,-5,1.4,0.08,612.498,12.085,575.461,551.107,3582.20,,-575.00,3007.20,16504.54
2,12,10,897,88,-3,1.1,0.08,777.453,20.257,704.305,675.385,4390.00,,-575.00,3815.00,19511.73
2,12,11,925,91,-2,1.2,0.08,860.856,23.106,768.139,736.958,4790.23,,-575.00,4215.23,22800.00
2,12,12,928,91,-2,1.6,0.08,870.994,21.161,782.291,750.608,4878.95,,-575.00,4303.95,22800.00
2,12,13,902,88,-2,2,0.08,803.424,17.65,733.58,703.623,4573.55,,-575.00,3998.55,22800.00
2,12,14,844,81,-2,2.3,0.08,655.498,13.138,612.49,586.823,3814.35,,-575.00,3239.35,22800.00
2,12,15,728,69,-2,2.3,0.08,447.829,8.342,424.586,405.578,2636.26,,-575.00,2061.26,22800.00
2,12,16,487,45,-2,2.3,0.08,201.299,2.496,170.169,160.176,1041.14,,-575.00,466.14,22800.00
2,12,17,0,0,-3,2.5,0.08,0,-3,0,0,0.00,,-575.00,-575.00,22800.00
2,12,18,0,0,-2,2.6,0.08,0,-2,0,0,0.00,,-575.00,-575.00,22225.00
2,12,19,0,0,-2,2.5,0.08,0,-2,0,0,0.00,,-575.00,-575.00,21650.00
2,12,20,0,0,-1,2.5,0.08,0,-1,0,0,0.00,,-575.00,-575.00,21075.00
2,12,21,0,0,-1,2.5,0.08,0,-1,0,0,0.00,,-575.00,-575.00,20500.00
2,12,22,0,0,0,2.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,19925.00
2,12,23,0,0,0,2.8,0.08,0,0,0,0,0.00,32611.22,-575.00,-575.00,19350.00
2,13,0,0,0,0,2.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,18775.00
2,13,1,0,0,0,2.2,0.08,0,0,0,0,0.00,,-575.00,-575.00,18200.00
2,13,2,0,0,0,2.2,0.08,0,0,0,0,0.00,,-575.00,-575.00,17625.00
2,13,3,0,0,0,2.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,17050.00
2,13,4,0,0,0,2.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,16475.00
2,13,5,0,0,-1,2.7,0.08,0,-1,0,0,0.00,,-575.00,-575.00,15900.00
2,13,6,0,0,0,2.8,0.08,0,0,0,0,0.00,,-575.00,-575.00,15325.00
2,13,7,235,43,0,2.8,0.08,110.799,2.217,86.6,79.568,517.19,,-575.00,-57.81,14750.00
2,13,8,563,84,1,2.7,0.08,353.976,8.565,329.246,313.616,2038.50,,-575.00,1463.50,14692.19
2,13,9,745,97,3,2.5,0.08,583.407,15.979,539.669,516.583,3357.79,,-575.00,2782.79,16155.70
2,13,10,838,101,4,2.2,0.08,750.618,21.646,676.05,648.131,4212.85,,-575.00,3637.85,18938.49
2,13,11,867,107,5,2,0.08,840.424,25.535,742.535,712.261,4629.70,,-575.00,4054.70,22576.34
2,13,12,869,108,6,1.9,0.08,850.52,27.208,746.299,715.891,4653.29,,-575.00,4078.29,22800.00
2,13,13,860,99,6,1.6,0.08,786.183,26.917,693.279,664.75,4320.88,,-575.00,3745.88,22800.00
2,13,14,807,90,6,1.3,0.08,643.384,24.358,576.565,552.172,3589.12,,-575.00,3014.12,22800.00
2,13,15,697,75,5,1.1,0.08,440.92,18.206,403.356,385.1,2503.15,,-575.00,1928.15,22800.00
2,13,16,461,48,4,1.1,0.08,197.672,9.737,163.558,153.799,999.69,,-575.00,424.69,22800.00
2,13,17,0,0,4,1,0.08,0,4,0,0,0.00,,-575.00,-575.00,22800.00
2,13,18,0,0,4,0.9,0.08,0,4,0,0,0.00,,-575.00,-575.00,22225.00
2,13,19,0,0,3,0.9,0.08,0,3,0,0,0.00,,-575.00,-575.00,21650.00
2,13,20,0,0,3,0.9,0.08,0,3,0,0,0.00,,-575.00,-575.00,21075.00
2,13,21,0,0,2,0.9,0.08,0,2,0,0,0.00,,-575.00,-575.00,20500.00
2,13,22,0,0,1,1,0.08,0,1,0,0,0.00,,-575.00,-575.00,19925.00
2,13,23,0,0,1,1.1,0.08,0,1,0,0,0.00,30822.16,-575.00,-575.00,19350.00
2,14,0,0,0,1,1.1,0.08,0,1,0,0,0.00,,-575.00,-575.00,18775.00
2,14,1,0,0,1,1.2,0.08,0,1,0,0,0.00,,-575.00,-575.00,18200.00
2,14,2,0,0,1,1.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,17625.00
2,14,3,0,0,1,1.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,17050.00
2,14,4,0,0,1,1.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,16475.00
2,14,5,0,0,1,1.6,0.08,0,1,0,0,0.00,,-575.00,-575.00,15900.00
2,14,6,0,0,1,1.7,0.08,0,1,0,0,0.00,,-575.00,-575.00,15325.00
2,14,7,238,37,2,1.8,0.08,105.034,4.547,81.424,74.576,484.74,,-575.00,-90.26,14750.00
2,14,8,44,109,3,1.9,0.08,130.757,6.255,119.217,111.029,721.69,,-575.00,146.69,14659.74
2,14,9,0,132,4,2.2,0.08,126.352,6.958,114.247,106.236,690.53,,-575.00,115.53,14806.43
2,14,10,0,152,4,2.6,0.08,145.018,7.144,130.678,122.084,793.55,,-575.00,218.55,14921.97
2,14,11,6,191,5,2.8,0.08,188.917,8.949,169.88,159.896,1039.32,,-575.00,464.32,15140.51
2,14,12,5,187,5,2.7,0.08,183.907,8.912,165.166,155.35,1009.78,,-575.00,434.78,15604.84
2,14,13,0,98,4,2.3,0.08,91.293,6.092,81.179,74.339,483.20,,-575.00,-91.80,16039.61
2,14,14,0,137,4,2.3,0.08,130.859,7.003,118.191,110.04,715.26,,-575.00,140.26,15947.82
2,14,15,0,19,4,2.5,0.08,17.563,4.389,14.919,10.426,67.77,,-575.00,-507.23,16088.08
2,14,16,0,24,3,2.7,0.08,22.192,3.471,18.67,14.045,91.29,,-575.00,-483.71,15580.84
2,14,17,0,0,3,2.6,0.08,0,3,0,0,0.00,,-575.00,-575.00,15097.14
2,14,18,0,0,3,2.7,0.08,0,3,0,0,0.00,,-575.00,-575.00,14522.14
2,14,19,0,0,3,3,0.08,0,3,0,0,0.00,,-575.00,-575.00,13947.14
2,14,20,0,0,3,3.2,0.08,0,3,0,0,0.00,,-575.00,-575.00,13372.14
2,14,21,0,0,3,3.3,0.08,0,3,0,0,0.00,,-575.00,-575.00,12797.14
2,14,22,0,0,3,3.4,0.08,0,3,0,0,0.00,,-575.00,-575.00,12222.14
2,14,23,0,0,3,3.5,0.08,0,3,0,0,0.00,6097.14,-575.00,-575.00,11647.14
2,15,0,0,0,3,3.4,0.08,0,3,0,0,0.00,,-575.00,-575.00,11072.14
2,15,1,0,0,3,3.1,0.08,0,3,0,0,0.00,,-575.00,-575.00,10497.14
2,15,2,0,0,3,2.8,0.08,0,3,0,0,0.00,,-575.00,-575.00,9922.14
2,15,3,0,0,3,2.5,0.08,0,3,0,0,0.00,,-575.00,-575.00,9347.14
2,15,4,0,0,3,2.8,0.08,0,3,0,0,0.00,,-575.00,-575.00,8772.14
2,15,5,0,0,3,3.3,0.08,0,3,0,0,0.00,,-575.00,-575.00,8197.14
2,15,6,0,0,2,3.3,0.08,0,2,0,0,0.00,,-575.00,-575.00,7622.14
2,15,7,119,41,2,3.1,0.08,77.006,3.484,61.674,55.525,360.91,,-575.00,-214.09,7047.14
2,15,8,373,95,3,3.1,0.08,280.953,8.609,260.371,247.182,1606.68,,-575.00,1031.68,6833.05
2,15,9,376,159,4,3.1,0.08,411.86,12.239,382.376,364.863,2371.61,,-575.00,1796.61,7864.73
2,15,10,269,231,4,2.8,0.08,459.745,13.65,420.793,401.919,2612.47,,-575.00,2037.47,9661.34
2,15,11,34,238,4,2.4,0.08,271.805,10.11,246.218,233.53,1517.95,,-575.00,942.95,11698.82
2,15,12,12,208,4,2,0.08,211.253,9.131,190.4,179.689,1167.98,,-575.00,592.98,12641.76
2,15,13,240,246,4,1.8,0.08,450.455,15.442,408.604,390.161,2536.05,,-575.00,1961.05,13234.74
2,15,14,281,190,4,1.6,0.08,397.832,14.573,364.255,347.384,2258.00,,-575.00,1683.00,15195.79
2,15,15,1,115,3,1.3,0.08,111.574,6.17,101.196,93.646,608.70,,-575.00,33.70,16878.78
2,15,16,38,61,2,1.2,0.08,73.688,4.123,63.99,57.759,375.43,,-575.00,-199.57,16912.48
2,15,17,0,0,2,1.5,0.08,0,2,0,0,0.00,,-575.00,-575.00,16712.91
2,15,18,0,0,1,1.9,0.08,0,1,0,0,0.00,,-575.00,-575.00,16137.91
2,15,19,0,0,1,2.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,15562.91
2,15,20,0,0,0,2.3,0.08,0,0,0,0,0.00,,-575.00,-575.00,14987.91
2,15,21,0,0,0,2.2,0.08,0,0,0,0,0.00,,-575.00,-575.00,14412.91
2,15,22,0,0,0,2.2,0.08,0,0,0,0,0.00,,-575.00,-575.00,13837.91
2,15,23,0,0,0,2.2,0.08,0,0,0,0,0.00,15415.78,-575.00,-575.00,13262.91
2,16,0,0,0,0,2.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,12687.91
2,16,1,0,0,0,2.5,0.08,0,0,0,0,0.00,,-575.00,-575.00,12112.91
2,16,2,0,0,0,2.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,11537.91
2,16,3,0,0,0,2.7,0.08,0,0,0,0,0.00,,-575.00,-575.00,10962.91
2,16,4,0,0,0,2.5,0.08,0,0,0,0,0.00,,-575.00,-575.00,10387.91
2,16,5,0,0,0,2.2,0.08,0,0,0,0,0.00,,-575.00,-575.00,9812.91
2,16,6,0,0,0,2.1,0.08,0,0,0,0,0.00,,-575.00,-575.00,9237.91
2,16,7,22,42,1,2.2,0.08,48.025,2.104,40.02,34.639,225.15,,-575.00,-349.85,8662.91
2,16,8,197,114,2,2.1,0.08,216.527,7.179,200.289,189.228,1229.98,,-575.00,654.98,8313.07
2,16,9,19,162,3,1.9,0.08,169.214,7.208,154.503,145.065,942.92,,-575.00,367.92,8968.05
2,16,10,0,92,4,1.6,0.08,85.513,6.262,75.868,69.216,449.90,,-575.00,-125.10,9335.97
2,16,11,14,212,4,1.4,0.08,216.965,9.998,195.121,184.244,1197.59,,-575.00,622.59,9210.88
2,16,12,16,218,4,1.2,0.08,224.843,10.516,201.949,190.83,1240.40,,-575.00,665.40,9833.46
2,16,13,0,156,3,1.1,0.08,148.598,7.415,133.579,124.882,811.73,,-575.00,236.73,10498.86
2,16,14,0,144,3,1.2,0.08,137.77,7.001,124.565,116.188,755.22,,-575.00,180.22,10735.59
2,16,15,0,18,2,1.5,0.08,16.639,2.451,14.22,9.752,63.39,,-575.00,-511.61,10915.81
2,16,16,0,41,2,1.6,0.08,38.189,3.008,33.022,27.888,181.27,,-575.00,-393.73,10404.20
2,16,17,0,0,2,1.6,0.08,0,2,0,0,0.00,,-575.00,-575.00,10010.47
2,16,18,0,0,2,1.4,0.08,0,2,0,0,0.00,,-575.00,-575.00,9435.47
2,16,19,0,0,1,1.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,8860.47
2,16,20,0,0,1,1.2,0.08,0,1,0,0,0.00,,-575.00,-575.00,8285.47
2,16,21,0,0,1,1.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,7710.47
2,16,22,0,0,1,1.9,0.08,0,1,0,0,0.00,,-575.00,-575.00,7135.47
2,16,23,0,0,1,2.2,0.08,0,1,0,0,0.00,7097.56,-575.00,-575.00,6560.47
2,17,0,0,0,1,2.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,5985.47
2,17,1,0,0,1,2.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,5410.47
2,17,2,0,0,0,2.8,0.08,0,0,0,0,0.00,,-575.00,-575.00,4835.47
2,17,3,0,0,0,3.3,0.08,0,0,0,0,0.00,,-575.00,-575.00,4260.47
2,17,4,0,0,0,3.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,3685.47
2,17,5,0,0,0,3.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,3110.47
2,17,6,0,0,0,3.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,2535.47
2,17,7,97,44,1,4.1,0.08,75.01,2.249,61.709,55.558,361.13,,-575.00,-213.87,1960.47
2,17,8,625,82,1,5.1,0.08,386.783,6.805,364.096,347.231,2257.00,,-575.00,1682.00,1746.60
2,17,9,773,99,1,6.5,0.08,612.145,8.847,580.34,555.813,3612.78,,-575.00,3037.78,3428.60
2,17,10,862,104,0,7,0.08,782.652,9.512,735.041,705.032,4582.71,,-575.00,4007.71,6466.38
2,17,11,12,208,0,7.4,0.08,211.021,2.449,194.878,184.01,1196.07,,-575.00,621.07,10474.09
2,17,12,956,89,0,7.7,0.08,906.657,10.285,844.805,810.906,5270.89,,-575.00,4695.89,11095.16
2,17,13,710,126,0,7.9,0.08,712.531,7.935,671.386,643.632,4183.61,,-575.00,3608.61,15791.05
2,17,14,832,98,0,7.8,0.08,677.885,7.635,644.402,617.605,4014.43,,-575.00,3439.43,19399.65
2,17,15,740,80,-1,7.4,0.08,475.212,4.566,458.053,437.859,2846.08,,-575.00,2271.08,22800.00
2,17,16,551,51,-1,6.9,0.08,232.371,1.778,201.023,189.936,1234.58,,-575.00,659.58,22800.00
2,17,17,0,0,-2,6.5,0.08,0,0,0,0,0.00,,-575.00,-575.00,22800.00
2,17,18,0,0,-3,6.4,0.08,0,-3,0,0,0.00,,-575.00,-575.00,22225.00
2,17,19,0,0,-3,6.3,0.08,0,-3,0,0,0.00,,-575.00,-575.00,21650.00
2,17,20,0,0,-4,6.2,0.08,0,-4,0,0,0.00,,-575.00,-575.00,21075.00
2,17,21,0,0,-4,6.1,0.08,0,-4,0,0,0.00,,-575.00,-575.00,20500.00
2,17,22,0,0,-5,6,0.08,0,-5,0,0,0.00,,-575.00,-575.00,19925.00
2,17,23,0,0,-5,5.9,0.08,0,-5,0,0,0.00,29559.28,-575.00,-575.00,19350.00
2,18,0,0,0,-5,5.7,0.08,0,-5,0,0,0.00,,-575.00,-575.00,18775.00
2,18,1,0,0,-5,5.6,0.08,0,-5,0,0,0.00,,-575.00,-575.00,18200.00
2,18,2,0,0,-6,5.3,0.08,0,-6,0,0,0.00,,-575.00,-575.00,17625.00
2,18,3,0,0,-6,4.9,0.08,0,-6,0,0,0.00,,-575.00,-575.00,17050.00
2,18,4,0,0,-6,4.6,0.08,0,-6,0,0,0.00,,-575.00,-575.00,16475.00
2,18,5,0,0,-6,4.3,0.08,0,-6,0,0,0.00,,-575.00,-575.00,15900.00
2,18,6,0,0,-5,4,0.08,0,-5,0,0,0.00,,-575.00,-575.00,15325.00
2,18,7,525,38,-5,4,0.08,181.212,-1.998,146.478,137.324,892.61,,-575.00,317.61,14750.00
2,18,8,772,63,-4,3.9,0.08,434.407,3.667,414.847,396.184,2575.20,,-575.00,2000.20,15067.61
2,18,9,880,77,-3,3.6,0.08,655.976,9.14,621.937,595.936,3873.58,,-575.00,3298.58,17067.80
2,18,10,916,92,-2,3.2,0.08,813.308,14.001,751.747,721.146,4687.45,,-575.00,4112.45,20366.39
2,18,11,930,101,-1,2.9,0.08,899.949,17.595,816.851,783.944,5095.64,,-575.00,4520.64,22800.00
2,18,12,924,104,0,2.8,0.08,905.913,19.042,817.455,784.525,5099.41,,-575.00,4524.41,22800.00
2,18,13,899,102,0,3,0.08,833.13,16.936,760.567,729.654,4742.75,,-575.00,4167.75,22800.00
2,18,14,842,95,0,3.2,0.08,683.757,13.468,636.67,610.147,3965.96,,-575.00,3390.96,22800.00
2,18,15,732,81,0,3.2,0.08,474.026,9.35,449.463,429.573,2792.22,,-575.00,2217.22,22800.00
2,18,16,521,53,-1,3,0.08,226.317,3.488,195.343,184.458,1198.98,,-575.00,623.98,22800.00
2,18,17,0,0,-2,2.9,0.08,0,0,0,0,0.00,,-575.00,-575.00,22800.00
2,18,18,0,0,-2,3,0.08,0,-2,0,0,0.00,,-575.00,-575.00,22225.00
2,18,19,0,0,-2,3,0.08,0,-2,0,0,0.00,,-575.00,-575.00,21650.00
2,18,20,0,0,-3,3,0.08,0,-3,0,0,0.00,,-575.00,-575.00,21075.00
2,18,21,0,0,-3,3.1,0.08,0,-3,0,0,0.00,,-575.00,-575.00,20500.00
2,18,22,0,0,-3,3.2,0.08,0,-3,0,0,0.00,,-575.00,-575.00,19925.00
2,18,23,0,0,-4,3.1,0.08,0,-4,0,0,0.00,34923.79,-575.00,-575.00,19350.00
2,19,0,0,0,-4,2.9,0.08,0,-4,0,0,0.00,,-575.00,-575.00,18775.00
2,19,1,0,0,-5,2.7,0.08,0,-5,0,0,0.00,,-575.00,-575.00,18200.00
2,19,2,0,0,-5,2.7,0.08,0,-5,0,0,0.00,,-575.00,-575.00,17625.00
2,19,3,0,0,-5,2.6,0.08,0,-5,0,0,0.00,,-575.00,-575.00,17050.00
2,19,4,0,0,-5,2.5,0.08,0,-5,0,0,0.00,,-575.00,-575.00,16475.00
2,19,5,0,0,-5,2.5,0.08,0,-5,0,0,0.00,,-575.00,-575.00,15900.00
2,19,6,0,0,-4,2.6,0.08,0,-4,0,0,0.00,,-575.00,-575.00,15325.00
2,19,7,448,43,-3,2.8,0.08,167.92,0.379,136.322,127.528,828.93,,-575.00,253.93,14750.00
2,19,8,708,72,-1,3.3,0.08,418.436,7.097,394.866,376.911,2449.92,,-575.00,1874.92,15003.93
2,19,9,863,62,0,3.9,0.08,626.989,11.096,590.606,565.714,3677.14,,-575.00,3102.14,16878.85
2,19,10,888,97,0,4.2,0.08,800.393,13.54,740.708,710.498,4618.24,,-575.00,4043.24,19980.99
2,19,11,904,105,1,4.5,0.08,885.706,15.364,810.146,777.476,5053.59,,-575.00,4478.59,22800.00
2,19,12,897,109,2,4.7,0.08,891.618,16.079,812.932,780.163,5071.06,,-575.00,4496.06,22800.00
2,19,13,849,114,3,4.7,0.08,809.428,15.79,741.563,711.323,4623.60,,-575.00,4048.60,22800.00
2,19,14,753,117,3,4.6,0.08,652.713,13.466,606.845,581.378,3778.96,,-575.00,3203.96,22800.00
2,19,15,618,102,2,4.5,0.08,439.227,9.147,415.874,397.174,2581.63,,-575.00,2006.63,22800.00
2,19,16,413,64,1,4.5,0.08,204.357,4.245,177.24,166.996,1085.47,,-575.00,510.47,22800.00
2,19,17,0,0,1,4.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,22800.00
2,19,18,0,0,1,4.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,22225.00
2,19,19,0,0,1,4.5,0.08,0,1,0,0,0.00,,-575.00,-575.00,21650.00
2,19,20,0,0,1,4.5,0.08,0,1,0,0,0.00,,-575.00,-575.00,21075.00
2,19,21,0,0,1,4.4,0.08,0,1,0,0,0.00,,-575.00,-575.00,20500.00
2,19,22,0,0,1,4.2,0.08,0,1,0,0,0.00,,-575.00,-575.00,19925.00
2,19,23,0,0,1,4.1,0.08,0,1,0,0,0.00,33768.55,-575.00,-575.00,19350.00
2,20,0,0,0,1,4.1,0.08,0,1,0,0,0.00,,-575.00,-575.00,18775.00
2,20,1,0,0,1,4,0.08,0,1,0,0,0.00,,-575.00,-575.00,18200.00
2,20,2,0,0,1,3.7,0.08,0,1,0,0,0.00,,-575.00,-575.00,17625.00
2,20,3,0,0,1,3.3,0.08,0,1,0,0,0.00,,-575.00,-575.00,17050.00
