Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Scaled System Output (W),AC Daily Power Production (Wh),Hourly Power Use (W) No ECU,Hourly Energy Capacity Change,Battery Capacity (Wh)
1,1,0,0,0,-3,4.1,0.08,0,-3,0,0,0.00,,-575.00,-575.00,22800.00
1,1,1,0,0,-3,3.9,0.08,0,-3,0,0,0.00,,-575.00,-575.00,22225.00
1,1,2,0,0,-3,3.7,0.08,0,-3,0,0,0.00,,-575.00,-575.00,21650.00
1,1,3,0,0,-4,3.4,0.08,0,-4,0,0,0.00,,-575.00,-575.00,21075.00
1,1,4,0,0,-4,3.2,0.08,0,-4,0,0,0.00,,-575.00,-575.00,20500.00
1,1,5,0,0,-4,3.1,0.08,0,-4,0,0,0.00,,-575.00,-575.00,19925.00
1,1,6,0,0,-4,3,0.08,0,-4,0,0,0.00,,-575.00,-575.00,19350.00
1,1,7,0,8,-3,2.9,0.08,7.61,-2.868,3.966,0,0.00,,-575.00,-575.00,18775.00
1,1,8,252,60,-2,2.8,0.08,179.342,1.735,163.062,153.321,996.59,,-575.00,421.59,18200.00
1,1,9,231,117,-1,2.8,0.08,264.713,4.575,251.003,238.145,1547.94,,-575.00,972.94,18621.59
1,1,10,735,90,0,2.8,0.08,605.64,12.775,567.777,543.695,3534.02,,-575.00,2959.02,19594.53
1,1,11,742,103,0,3,0.08,667.366,13.593,622.108,596.101,3874.66,,-575.00,3299.66,22553.55
1,1,12,375,163,0,3,0.08,456.4,9.283,428.804,409.646,2662.70,,-575.00,2087.70,22800.00
1,1,13,105,163,0,2.9,0.08,249.473,5.154,233.929,221.676,1440.89,,-575.00,865.89,22800.00
1,1,14,173,116,0,2.5,0.08,222.24,4.936,209.16,197.785,1285.60,,-575.00,710.60,22800.00
1,1,15,191,62,0,1.9,0.08,148.839,3.667,132.479,123.821,804.84,,-575.00,229.84,22800.00
1,1,16,0,0,0,1.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,22800.00
1,1,17,0,0,0,1.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,22225.00
1,1,18,0,0,0,1.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,21650.00
1,1,19,0,0,-1,1.5,0.87,0,-1,0,0,0.00,,-575.00,-575.00,21075.00
1,1,20,0,0,-1,1.7,0.87,0,-1,0,0,0.00,,-575.00,-575.00,20500.00
1,1,21,0,0,-1,1.9,0.87,0,-1,0,0,0.00,,-575.00,-575.00,19925.00
1,1,22,0,0,0,2.3,0.87,0,0,0,0,0.00,,-575.00,-575.00,19350.00
1,1,23,0,0,0,2.7,0.87,0,0,0,0,0.00,16147.24,-575.00,-575.00,18775.00
1,2,0,0,0,0,3,0.87,0,0,0,0,0.00,,-575.00,-575.00,18200.00
1,2,1,0,0,0,3.3,0.87,0,0,0,0,0.00,,-575.00,-575.00,17625.00
1,2,2,0,0,0,3.6,0.87,0,0,0,0,0.00,,-575.00,-575.00,17050.00
1,2,3,0,0,0,4,0.87,0,0,0,0,0.00,,-575.00,-575.00,16475.00
1,2,4,0,0,0,4.4,0.87,0,0,0,0,0.00,,-575.00,-575.00,15900.00
1,2,5,0,0,-1,4.7,0.87,0,-1,0,0,0.00,,-575.00,-575.00,15325.00
1,2,6,0,0,-1,5,0.87,0,-1,0,0,0.00,,-575.00,-575.00,14750.00
1,2,7,0,2,-1,5.1,0.87,1.903,-0.976,0.922,0,0.00,,-575.00,-575.00,14175.00
1,2,8,0,61,-1,5.3,0.87,61.096,-0.112,54.414,48.522,315.39,,-575.00,-259.61,13600.00
1,2,9,204,120,-1,5.3,0.87,255.564,2.746,242.778,230.212,1496.38,,-575.00,921.38,13340.39
1,2,10,14,145,-1,5.1,0.87,153.856,1.303,142.921,133.893,870.30,,-575.00,295.30,14261.77
1,2,11,0,106,-1,4.9,0.87,101.529,0.556,92.892,85.637,556.64,,-575.00,-18.36,14557.08
1,2,12,0,135,-1,4.7,0.87,132.029,1.077,121.626,113.353,736.79,,-575.00,161.79,14538.72
1,2,13,0,55,-1,4.8,0.87,51.619,-0.198,46.376,40.769,265.00,,-575.00,-310.00,14700.51
1,2,14,0,71,-1,5,0.87,67.631,0.025,61.444,55.303,359.47,,-575.00,-215.53,14390.51
1,2,15,0,19,-2,5.1,0.87,17.79,-1.735,15.134,10.634,69.12,,-575.00,-505.88,14174.98
1,2,16,0,0,-2,5.1,0.87,0,0,0,0,0.00,,-575.00,-575.00,13669.10
1,2,17,0,0,-2,5,0.87,0,-2,0,0,0.00,,-575.00,-575.00,13094.10
1,2,18,0,0,-3,5.1,0.87,0,-3,0,0,0.00,,-575.00,-575.00,12519.10
1,2,19,0,0,-3,5.4,0.87,0,-3,0,0,0.00,,-575.00,-575.00,11944.10
1,2,20,0,0,-4,5.8,0.87,0,-4,0,0,0.00,,-575.00,-575.00,11369.10
1,2,21,0,0,-5,6.1,0.87,0,-5,0,0,0.00,,-575.00,-575.00,10794.10
1,2,22,0,0,-7,6.2,0.87,0,-7,0,0,0.00,,-575.00,-575.00,10219.10
1,2,23,0,0,-8,6.4,0.87,0,-8,0,0,0.00,4669.10,-575.00,-575.00,9644.10
1,3,0,0,0,-9,6.5,0.87,0,-9,0,0,0.00,,-575.00,-575.00,9069.10
1,3,1,0,0,-9,6.6,0.87,0,-9,0,0,0.00,,-575.00,-575.00,8494.10
1,3,2,0,0,-10,6.8,0.87,0,-10,0,0,0.00,,-575.00,-575.00,7919.10
1,3,3,0,0,-10,6.9,0.87,0,-10,0,0,0.00,,-575.00,-575.00,7344.10
1,3,4,0,0,-10,6.9,0.87,0,-10,0,0,0.00,,-575.00,-575.00,6769.10
1,3,5,0,0,-10,6.8,0.87,0,-10,0,0,0.00,,-575.00,-575.00,6194.10
1,3,6,0,0,-10,6.7,0.87,0,-10,0,0,0.00,,-575.00,-575.00,5619.10
1,3,7,0,7,-10,6.6,0.87,6.659,-9.929,3.566,0,0.00,,-575.00,-575.00,5044.10
1,3,8,94,65,-10,6.5,0.87,111.873,-8.583,104.322,96.662,628.30,,-575.00,53.30,4469.10
1,3,9,41,118,-9,6.4,0.87,147.892,-7.092,142.225,133.222,865.94,,-575.00,290.94,4522.40
1,3,10,307,154,-9,6.3,0.87,385.318,-3.964,377.536,360.195,2341.27,,-575.00,1766.27,4813.35
1,3,11,797,122,-8,6.3,0.87,734.726,1.614,711.51,682.335,4435.18,,-575.00,3860.18,6579.61
1,3,12,836,110,-8,6.3,0.87,748.023,1.789,724.35,694.72,4515.68,,-575.00,3940.68,10439.79
1,3,13,853,88,-8,6.2,0.87,678.165,0.981,661.211,633.818,4119.82,,-575.00,3544.82,14380.47
1,3,14,815,66,-8,6,0.87,532.799,-0.782,523.757,501.234,3258.02,,-575.00,2683.02,17925.29
1,3,15,678,43,-8,5.7,0.87,320.116,-3.592,295.768,281.325,1828.61,,-575.00,1253.61,20608.31
1,3,16,0,0,-9,5.3,0.87,0,0,0,0,0.00,,-575.00,-575.00,21861.92
1,3,17,0,0,-10,5,0.87,0,-10,0,0,0.00,,-575.00,-575.00,21286.92
1,3,18,0,0,-11,4.6,0.87,0,-11,0,0,0.00,,-575.00,-575.00,20711.92
1,3,19,0,0,-12,4.4,0.87,0,-12,0,0,0.00,,-575.00,-575.00,20136.92
1,3,20,0,0,-12,4.1,0.87,0,-12,0,0,0.00,,-575.00,-575.00,19561.92
1,3,21,0,0,-13,3.8,0.87,0,-13,0,0,0.00,,-575.00,-575.00,18986.92
1,3,22,0,0,-13,3.4,0.87,0,-13,0,0,0.00,,-575.00,-575.00,18411.92
1,3,23,0,0,-13,3,0.87,0,-13,0,0,0.00,21992.82,-575.00,-575.00,17836.92
1,4,0,0,0,-12,2.7,0.87,0,-12,0,0,0.00,,-575.00,-575.00,17261.92
1,4,1,0,0,-12,2.2,0.87,0,-12,0,0,0.00,,-575.00,-575.00,16686.92
1,4,2,0,0,-12,1.7,0.87,0,-12,0,0,0.00,,-575.00,-575.00,16111.92
1,4,3,0,0,-11,1.4,0.87,0,-11,0,0,0.00,,-575.00,-575.00,15536.92
1,4,4,0,0,-11,1.3,0.87,0,-11,0,0,0.00,,-575.00,-575.00,14961.92
1,4,5,0,0,-11,1.5,0.87,0,-11,0,0,0.00,,-575.00,-575.00,14386.92
1,4,6,0,0,-10,1.9,0.87,0,-10,0,0,0.00,,-575.00,-575.00,13811.92
1,4,7,205,10,-9,2.2,0.87,22.272,-8.595,10.778,6.432,41.81,,-575.00,-533.19,13236.92
1,4,8,642,44,-7,2.5,0.87,314.797,-0.098,289.795,275.563,1791.16,,-575.00,1216.16,12703.73
1,4,9,798,62,-5,3,0.87,526.442,5.734,506.159,484.26,3147.69,,-575.00,2572.69,13919.89
1,4,10,868,73,-4,3.4,0.87,676.874,8.923,642.439,615.711,4002.12,,-575.00,3427.12,16492.58
1,4,11,892,80,-3,3.7,0.87,752.936,10.716,707.85,678.804,4412.23,,-575.00,3837.23,19919.70
1,4,12,888,81,-2,4,0.87,749.89,11.07,704.144,675.23,4389.00,,-575.00,3814.00,22800.00
1,4,13,863,74,-2,4.1,0.87,670.969,9.537,635.546,609.063,3958.91,,-575.00,3383.91,22800.00
1,4,14,783,65,-2,4.3,0.87,515.986,6.631,494.338,472.858,3073.58,,-575.00,2498.58,22800.00
1,4,15,616,44,-2,4.1,0.87,298.76,3.053,269.988,256.458,1666.98,,-575.00,1091.98,22800.00
1,4,16,0,0,-3,4,0.87,0,0,0,0,0.00,,-575.00,-575.00,22800.00
1,4,17,0,0,-3,3.8,0.87,0,-3,0,0,0.00,,-575.00,-575.00,22225.00
1,4,18,0,0,-3,3.8,0.87,0,-3,0,0,0.00,,-575.00,-575.00,21650.00
1,4,19,0,0,-3,4,0.87,0,-3,0,0,0.00,,-575.00,-575.00,21075.00
1,4,20,0,0,-3,4.1,0.87,0,-3,0,0,0.00,,-575.00,-575.00,20500.00
1,4,21,0,0,-3,4.1,0.87,0,-3,0,0,0.00,,-575.00,-575.00,19925.00
1,4,22,0,0,-3,3.9,0.87,0,-3,0,0,0.00,,-575.00,-575.00,19350.00
1,4,23,0,0,-3,3.6,0.87,0,-3,0,0,0.00,26483.46,-575.00,-575.00,18775.00
1,5,0,0,0,-3,3.3,0.87,0,-3,0,0,0.00,,-575.00,-575.00,18200.00
1,5,1,0,0,-4,3.1,0.87,0,-4,0,0,0.00,,-575.00,-575.00,17625.00
1,5,2,0,0,-4,3,0.87,0,-4,0,0,0.00,,-575.00,-575.00,17050.00
1,5,3,0,0,-3,3,0.87,0,-3,0,0,0.00,,-575.00,-575.00,16475.00
1,5,4,0,0,-3,2.9,0.87,0,-3,0,0,0.00,,-575.00,-575.00,15900.00
1,5,5,0,0,-3,2.5,0.87,0,-3,0,0,0.00,,-575.00,-575.00,15325.00
1,5,6,0,0,-2,2.2,0.87,0,-2,0,0,0.00,,-575.00,-575.00,14750.00
1,5,7,92,11,-1,1.8,0.87,16.16,-0.671,7.893,3.65,23.73,,-575.00,-551.28,14175.00
1,5,8,489,57,0,1.4,0.87,270.714,7.443,242.253,229.706,1493.09,,-575.00,918.09,13623.73
1,5,9,645,88,0,1.3,0.87,473.484,13.516,441.407,421.803,2741.72,,-575.00,2166.72,14541.81
1,5,10,705,112,0,1.2,0.87,615.934,17.995,564.557,540.589,3513.83,,-575.00,2938.83,16708.53
1,5,11,0,54,0,0.9,0.87,50.686,1.586,45.032,39.473,256.57,,-575.00,-318.43,19647.36
1,5,12,0,68,0,0.4,0.87,63.865,2.297,57.077,51.091,332.09,,-575.00,-242.91,19328.94
1,5,13,0,29,0,0.5,0.87,27.184,0.95,23.701,18.898,122.84,,-575.00,-452.16,19086.03
1,5,14,0,87,1,1.2,0.87,84.411,3.453,76.293,69.626,452.57,,-575.00,-122.43,18633.87
1,5,15,0,53,1,1.9,0.87,51.975,2.286,45.51,39.934,259.57,,-575.00,-315.43,18511.43
1,5,16,0,0,2,2.2,0.87,0,0,0,0,0.00,,-575.00,-575.00,18196.01
1,5,17,0,0,2,2.4,0.87,0,2,0,0,0.00,,-575.00,-575.00,17621.01
1,5,18,0,0,2,2.6,0.87,0,2,0,0,0.00,,-575.00,-575.00,17046.01
1,5,19,0,0,3,2.6,0.08,0,3,0,0,0.00,,-575.00,-575.00,16471.01
1,5,20,0,0,3,2.6,0.08,0,3,0,0,0.00,,-575.00,-575.00,15896.01
1,5,21,0,0,4,2.7,0.08,0,4,0,0,0.00,,-575.00,-575.00,15321.01
1,5,22,0,0,5,3.1,0.08,0,5,0,0,0.00,,-575.00,-575.00,14746.01
1,5,23,0,0,6,3.6,0.08,0,6,0,0,0.00,9196.01,-575.00,-575.00,14171.01
1,6,0,0,0,6,3.8,0.08,0,6,0,0,0.00,,-575.00,-575.00,13596.01
1,6,1,0,0,7,3.7,0.08,0,7,0,0,0.00,,-575.00,-575.00,13021.01
1,6,2,0,0,7,3.6,0.08,0,7,0,0,0.00,,-575.00,-575.00,12446.01
1,6,3,0,0,7,3.8,0.08,0,7,0,0,0.00,,-575.00,-575.00,11871.01
1,6,4,0,0,7,3.9,0.08,0,7,0,0,0.00,,-575.00,-575.00,11296.01
1,6,5,0,0,7,4,0.08,0,7,0,0,0.00,,-575.00,-575.00,10721.01
1,6,6,0,0,7,4.3,0.08,0,7,0,0,0.00,,-575.00,-575.00,10146.01
1,6,7,0,1,8,4.9,0.08,0.951,8.012,0,0,0.00,,-575.00,-575.00,9571.01
1,6,8,0,25,8,5.1,0.08,23.117,8.345,19.201,14.557,94.62,,-575.00,-480.38,8996.01
1,6,9,0,35,7,4.5,0.08,32.383,7.524,27.848,22.898,148.84,,-575.00,-426.16,8515.63
1,6,10,0,79,6,3.8,0.08,73.526,7.313,65.213,58.939,383.10,,-575.00,-191.90,8089.46
1,6,11,0,84,5,3.3,0.08,78.132,6.506,69.477,63.051,409.83,,-575.00,-165.17,7897.57
1,6,12,0,110,4,3.2,0.08,104.216,6.042,93.812,86.525,562.41,,-575.00,-12.59,7732.40
1,6,13,0,27,4,3.5,0.08,24.979,4.467,21.471,16.747,108.86,,-575.00,-466.14,7719.81
1,6,14,0,12,3,3.6,0.08,11.087,3.204,9.281,4.989,32.43,,-575.00,-542.57,7253.67
1,6,15,0,4,2,3.6,0.08,3.69,2.068,2.905,0,0.00,,-575.00,-575.00,6711.09
1,6,16,0,0,1,3.9,0.08,0,0,0,0,0.00,,-575.00,-575.00,6136.09
1,6,17,0,0,0,4.3,0.08,0,0,0,0,0.00,,-575.00,-575.00,5561.09
1,6,18,0,0,0,4.4,0.08,0,0,0,0,0.00,,-575.00,-575.00,4986.09
1,6,19,0,0,0,4.6,0.08,0,0,0,0,0.00,,-575.00,-575.00,4411.09
1,6,20,0,0,0,4.7,0.08,0,0,0,0,0.00,,-575.00,-575.00,3836.09
1,6,21,0,0,-1,4.8,0.08,0,-1,0,0,0.00,,-575.00,-575.00,3261.09
1,6,22,0,0,-2,5.4,0.08,0,-2,0,0,0.00,,-575.00,-575.00,2686.09
1,6,23,0,0,-4,6.5,0.08,0,-4,0,0,0.00,1740.09,-575.00,-575.00,2111.09
1,7,0,0,0,-6,7.4,0.08,0,-6,0,0,0.00,,-575.00,-575.00,1536.09
1,7,1,0,0,-8,7.7,0.08,0,-8,0,0,0.00,,-575.00,-575.00,961.09
1,7,2,0,0,-10,7.6,0.08,0,-10,0,0,0.00,,-575.00,-575.00,386.09
1,7,3,0,0,-11,7.5,0.08,0,-11,0,0,0.00,,-575.00,-575.00,0.00
1,7,4,0,0,-11,7.3,0.08,0,-11,0,0,0.00,,-575.00,-575.00,0.00
1,7,5,0,0,-12,7.1,0.08,0,-12,0,0,0.00,,-575.00,-575.00,0.00
1,7,6,0,0,-12,7,0.08,0,-12,0,0,0.00,,-575.00,-575.00,0.00
1,7,7,0,15,-13,6.9,0.08,14.269,-12.853,7.979,3.733,24.26,,-575.00,-550.74,0.00
1,7,8,674,43,-13,6.8,0.08,323.976,-9.03,308.243,293.357,1906.82,,-575.00,1331.82,0.00
1,7,9,840,59,-12,6.7,0.08,543.01,-5.172,543.326,520.11,3380.72,,-575.00,2805.72,1331.82
1,7,10,908,68,-12,6.6,0.08,694.352,-3.183,688.447,660.089,4290.58,,-575.00,3715.58,4137.54
1,7,11,942,71,-11,6.4,0.08,770.569,-1.013,756.055,725.301,4714.46,,-575.00,4139.46,7853.11
1,7,12,941,70,-11,6.2,0.08,768.54,-0.821,753.629,722.962,4699.25,,-575.00,4124.25,11992.57
1,7,13,907,67,-11,6.1,0.08,692.206,-1.725,683.042,654.876,4256.69,,-575.00,3681.69,16116.82
1,7,14,832,59,-11,6,0.08,538.133,-3.704,535.787,512.839,3333.45,,-575.00,2758.45,19798.52
1,7,15,668,43,-11,6,0.08,321.106,-6.714,302.955,288.257,1873.67,,-575.00,1298.67,22556.97
1,7,16,221,11,-11,5.8,0.08,54.89,-10.44,25.809,20.931,136.05,,-575.00,-438.95,22800.00
1,7,17,0,0,-11,5.5,0.08,0,-11,0,0,0.00,,-575.00,-575.00,22361.05
1,7,18,0,0,-12,5.3,0.08,0,-12,0,0,0.00,,-575.00,-575.00,21786.05
1,7,19,0,0,-12,5.1,0.08,0,-12,0,0,0.00,,-575.00,-575.00,21211.05
1,7,20,0,0,-12,5.1,0.08,0,-12,0,0,0.00,,-575.00,-575.00,20636.05
1,7,21,0,0,-12,5.1,0.08,0,-12,0,0,0.00,,-575.00,-575.00,20061.05
1,7,22,0,0,-12,5,0.08,0,-12,0,0,0.00,,-575.00,-575.00,19486.05
1,7,23,0,0,-12,4.9,0.08,0,-12,0,0,0.00,28615.96,-575.00,-575.00,18911.05
1,8,0,0,0,-12,4.8,0.08,0,-12,0,0,0.00,,-575.00,-575.00,18336.05
1,8,1,0,0,-12,4.7,0.08,0,-12,0,0,0.00,,-575.00,-575.00,17761.05
1,8,2,0,0,-12,4.6,0.08,0,-12,0,0,0.00,,-575.00,-575.00,17186.05
1,8,3,0,0,-12,4.4,0.08,0,-12,0,0,0.00,,-575.00,-575.00,16611.05
1,8,4,0,0,-12,4.2,0.08,0,-12,0,0,0.00,,-575.00,-575.00,16036.05
1,8,5,0,0,-12,3.8,0.08,0,-12,0,0,0.00,,-575.00,-575.00,15461.05
1,8,6,0,0,-12,3.6,0.08,0,-12,0,0,0.00,,-575.00,-575.00,14886.05
1,8,7,0,9,-11,3.6,0.08,8.562,-10.868,4.651,0.523,3.40,,-575.00,-571.60,14311.05
1,8,8,211,63,-9,3.5,0.08,159.31,-6.042,148.615,139.385,906.00,,-575.00,331.00,13739.45
1,8,9,541,81,-8,3.3,0.08,405.746,-0.125,396.928,378.899,2462.84,,-575.00,1887.84,14070.45
1,8,10,873,66,-7,3,0.08,669.487,6.651,642.086,615.371,3999.91,,-575.00,3424.91,15958.30
1,8,11,893,71,-6,3.1,0.08,736.331,8.756,698.907,670.178,4356.16,,-575.00,3781.16,19383.21
1,8,12,877,74,-6,3.3,0.08,733.873,8.234,697.618,668.935,4348.08,,-575.00,3773.08,22800.00
1,8,13,832,73,-5,3.4,0.08,651.112,7.438,622.508,596.486,3877.16,,-575.00,3302.16,22800.00
1,8,14,743,66,-5,3.5,0.08,498.546,4.381,482.351,461.296,2998.42,,-575.00,2423.42,22800.00
1,8,15,569,48,-5,3.6,0.08,292.02,0.332,269.217,255.714,1662.14,,-575.00,1087.14,22800.00
1,8,16,141,12,-6,3.6,0.08,40.065,-5.442,18.816,14.185,92.20,,-575.00,-482.80,22800.00
1,8,17,0,0,-6,3.7,0.08,0,-6,0,0,0.00,,-575.00,-575.00,22317.20
1,8,18,0,0,-6,3.8,0.08,0,-6,0,0,0.00,,-575.00,-575.00,21742.20
1,8,19,0,0,-6,3.7,0.08,0,-6,0,0,0.00,,-575.00,-575.00,21167.20
1,8,20,0,0,-7,3.6,0.08,0,-7,0,0,0.00,,-575.00,-575.00,20592.20
1,8,21,0,0,-6,3.5,0.08,0,-6,0,0,0.00,,-575.00,-575.00,20017.20
1,8,22,0,0,-6,3.5,0.08,0,-6,0,0,0.00,,-575.00,-575.00,19442.20
1,8,23,0,0,-5,3.4,0.08,0,-5,0,0,0.00,24706.32,-575.00,-575.00,18867.20
1,9,0,0,0,-5,3.3,0.08,0,-5,0,0,0.00,,-575.00,-575.00,18292.20
1,9,1,0,0,-5,3.3,0.08,0,-5,0,0,0.00,,-575.00,-575.00,17717.20
1,9,2,0,0,-5,3.4,0.08,0,-5,0,0,0.00,,-575.00,-575.00,17142.20
1,9,3,0,0,-5,3.4,0.08,0,-5,0,0,0.00,,-575.00,-575.00,16567.20
1,9,4,0,0,-5,3.3,0.08,0,-5,0,0,0.00,,-575.00,-575.00,15992.20
1,9,5,0,0,-5,3.2,0.08,0,-5,0,0,0.00,,-575.00,-575.00,15417.20
1,9,6,0,0,-6,3.1,0.08,0,-6,0,0,0.00,,-575.00,-575.00,14842.20
1,9,7,96,11,-5,3,0.08,16.736,-4.729,8.275,4.018,26.12,,-575.00,-548.88,14267.20
1,9,8,252,61,-4,3,0.08,179.338,-0.391,164.407,154.618,1005.02,,-575.00,430.02,13718.32
1,9,9,616,70,-2,2.8,0.08,435.068,7.182,415.786,397.09,2581.09,,-575.00,2006.09,14148.34
1,9,10,879,71,-2,2.3,0.08,680.084,13.719,636.071,609.569,3962.20,,-575.00,3387.20,16154.42
1,9,11,916,74,-1,2,0.08,763.052,17.693,701.27,672.458,4370.98,,-575.00,3795.98,19541.62
1,9,12,917,73,-1,1.8,0.08,757.975,18.353,695.082,666.489,4332.18,,-575.00,3757.18,22800.00
1,9,13,887,69,0,1.6,0.08,684.993,18.272,630.233,603.938,3925.60,,-575.00,3350.60,22800.00
1,9,14,813,61,0,1.2,0.08,533.748,15.624,496.751,475.185,3088.70,,-575.00,2513.70,22800.00
1,9,15,651,45,-1,0.9,0.08,319.778,8.947,286.746,272.622,1772.04,,-575.00,1197.04,22800.00
1,9,16,0,18,-1,0.6,0.08,17.123,-0.511,9.14,4.852,31.54,,-575.00,-543.46,22800.00
1,9,17,0,0,-2,0.4,0.08,0,-2,0,0,0.00,,-575.00,-575.00,22256.54
1,9,18,0,0,-2,0.6,0.08,0,-2,0,0,0.00,,-575.00,-575.00,21681.54
1,9,19,0,0,-2,1.1,0.08,0,-2,0,0,0.00,,-575.00,-575.00,21106.54
1,9,20,0,0,-3,1.5,0.08,0,-3,0,0,0.00,,-575.00,-575.00,20531.54
1,9,21,0,0,-3,2,0.08,0,-3,0,0,0.00,,-575.00,-575.00,19956.54
1,9,22,0,0,-4,2.3,0.08,0,-4,0,0,0.00,,-575.00,-575.00,19381.54
1,9,23,0,0,-3,2.4,0.08,0,-3,0,0,0.00,25095.45,-575.00,-575.00,18806.54
1,10,0,0,0,-3,2.4,0.08,0,-3,0,0,0.00,,-575.00,-575.00,18231.54
1,10,1,0,0,-2,2.3,0.08,0,-2,0,0,0.00,,-575.00,-575.00,17656.54
1,10,2,0,0,-1,2,0.08,0,-1,0,0,0.00,,-575.00,-575.00,17081.54
1,10,3,0,0,-1,1.7,0.08,0,-1,0,0,0.00,,-575.00,-575.00,16506.54
1,10,4,0,0,-1,1.5,0.08,0,-1,0,0,0.00,,-575.00,-575.00,15931.54
1,10,5,0,0,-1,1.6,0.08,0,-1,0,0,0.00,,-575.00,-575.00,15356.54
1,10,6,0,0,-1,1.8,0.08,0,-1,0,0,0.00,,-575.00,-575.00,14781.54
1,10,7,0,0,0,1.9,0.08,0,0,0,0,0.00,,-575.00,-575.00,14206.54
1,10,8,0,5,0,1.9,0.08,4.614,0.114,3.71,0,0.00,,-575.00,-575.00,13631.54
1,10,9,0,20,1,1.9,0.08,18.488,1.46,15.942,11.413,74.18,,-575.00,-500.82,13056.54
1,10,10,0,106,2,1.7,0.08,100.757,4.614,91.326,84.126,546.82,,-575.00,-28.18,12555.72
1,10,11,0,76,2,1.6,0.08,70.479,3.867,63.055,56.857,369.57,,-575.00,-205.43,12527.54
1,10,12,0,32,3,1.4,0.08,29.621,3.821,25.62,20.748,134.86,,-575.00,-440.14,12322.11
1,10,13,0,65,2,1.3,0.08,60.244,3.71,53.775,47.906,311.39,,-575.00,-263.61,11881.97
1,10,14,0,76,2,1.6,0.08,71.505,3.897,64.399,58.154,378.00,,-575.00,-197.00,11618.36
1,10,15,0,51,2,1.8,0.08,48.462,3.227,42.523,37.053,240.84,,-575.00,-334.16,11421.36
1,10,16,0,5,2,1.8,0.08,4.756,2.101,2.369,0,0.00,,-575.00,-575.00,11087.21
1,10,17,0,0,2,1.6,0.08,0,2,0,0,0.00,,-575.00,-575.00,10512.21
1,10,18,0,0,2,1.4,0.08,0,2,0,0,0.00,,-575.00,-575.00,9937.21
1,10,19,0,0,2,1.2,0.08,0,2,0,0,0.00,,-575.00,-575.00,9362.21
1,10,20,0,0,2,1.1,0.08,0,2,0,0,0.00,,-575.00,-575.00,8787.21
1,10,21,0,0,2,1.2,0.08,0,2,0,0,0.00,,-575.00,-575.00,8212.21
1,10,22,0,0,2,1.3,0.08,0,2,0,0,0.00,,-575.00,-575.00,7637.21
1,10,23,0,0,3,1.3,0.08,0,3,0,0,0.00,2055.67,-575.00,-575.00,7062.21
1,11,0,0,0,3,1.5,0.08,0,3,0,0,0.00,,-575.00,-575.00,6487.21
1,11,1,0,0,3,2,0.08,0,3,0,0,0.00,,-575.00,-575.00,5912.21
1,11,2,0,0,4,2.5,0.08,0,4,0,0,0.00,,-575.00,-575.00,5337.21
1,11,3,0,0,5,2.8,0.08,0,5,0,0,0.00,,-575.00,-575.00,4762.21
1,11,4,0,0,5,2.8,0.08,0,5,0,0,0.00,,-575.00,-575.00,4187.21
1,11,5,0,0,5,3,0.08,0,5,0,0,0.00,,-575.00,-575.00,3612.21
1,11,6,0,0,6,3.6,0.08,0,6,0,0,0.00,,-575.00,-575.00,3037.21
1,11,7,0,4,7,3.9,0.08,3.805,7.056,1.828,0,0.00,,-575.00,-575.00,2462.21
1,11,8,0,27,7,4.1,0.08,24.971,7.426,20.922,16.217,105.41,,-575.00,-469.59,1887.21
1,11,9,0,16,8,4.6,0.08,14.787,8.236,12.253,7.855,51.06,,-575.00,-523.94,1417.62
1,11,10,0,87,9,4.9,0.08,81.42,10.25,71.612,65.111,423.22,,-575.00,-151.78,893.68
1,11,11,0,70,9,4.9,0.08,64.899,9.996,56.462,50.498,328.24,,-575.00,-246.76,741.90
1,11,12,0,104,9,5.1,0.08,97.955,10.465,86.397,79.373,515.92,,-575.00,-59.08,495.13
1,11,13,0,44,10,5.4,0.08,40.741,10.588,34.795,29.599,192.39,,-575.00,-382.61,436.06
1,11,14,0,55,10,5.5,0.08,50.95,10.727,44.044,38.52,250.38,,-575.00,-324.62,53.45
1,11,15,0,32,10,5.6,0.08,29.608,10.416,24.721,19.881,129.23,,-575.00,-445.77,0.00
1,11,16,0,3,10,5.9,0.08,2.854,10.033,1.33,0,0.00,,-575.00,-575.00,0.00
1,11,17,0,0,10,6,0.08,0,10,0,0,0.00,,-575.00,-575.00,0.00
1,11,18,0,0,10,5.7,0.08,0,10,0,0,0.00,,-575.00,-575.00,0.00
1,11,19,0,0,9,4.9,0.08,0,9,0,0,0.00,,-575.00,-575.00,0.00
1,11,20,0,0,8,3.8,0.08,0,8,0,0,0.00,,-575.00,-575.00,0.00
1,11,21,0,0,8,3,0.08,0,8,0,0,0.00,,-575.00,-575.00,0.00
1,11,22,0,0,8,3.3,0.08,0,8,0,0,0.00,,-575.00,-575.00,0.00
1,11,23,0,0,8,3.7,0.08,0,8,0,0,0.00,1995.85,-575.00,-575.00,0.00
